anime_id,watching,completed,on_hold,dropped,plan_to_watch,total,load_date
87,607,30801,297,200,8708,40613,2022-03-11 19:07:53.053047
51,885,34021,783,1374,8965,46028,2022-03-11 19:07:53.238239
22,13342,85223,14078,13707,36020,162370,2022-03-11 19:07:53.410554
715,176,2672,109,119,1838,4914,2022-03-12 17:20:07.944414
718,303,3331,203,266,2567,6670,2022-03-12 17:20:08.148389
719,767,26085,397,687,6615,34551,2022-03-12 17:20:08.313402
731,877,50547,423,334,13116,65297,2022-03-12 17:20:09.673448
743,1668,75747,795,476,28124,106810,2022-03-12 17:20:10.800026
759,4364,151881,1795,741,84694,243475,2022-03-12 17:20:13.04526
767,202,4490,134,116,2860,7802,2022-03-12 17:20:14.2555
780,481,51552,216,251,3422,55922,2022-03-12 17:20:15.501496
789,1487,23369,1513,1835,15582,43786,2022-03-12 17:20:16.617406
796,54,960,28,66,723,1831,2022-03-12 17:20:22.283016
797,181,6893,144,122,1867,9207,2022-03-12 17:20:24.959014
798,518,4804,421,445,6735,12923,2022-03-12 17:20:25.228022
799,239,2289,271,425,2740,5964,2022-03-12 17:20:25.486049
800,1348,11005,1214,1320,16813,31700,2022-03-12 17:20:28.867212
801,7925,123186,5943,2353,68695,208102,2022-03-12 17:20:29.042211
807,494,32546,432,232,9836,43540,2022-03-12 17:20:32.82841
808,215,3528,158,162,2020,6083,2022-03-12 17:20:33.193412
810,143,1249,165,264,1361,3182,2022-03-12 17:20:36.470692
811,736,15470,623,575,7058,24462,2022-03-12 17:20:36.645687
812,1079,12428,1106,1624,12215,28452,2022-03-12 17:20:39.61487
813,41672,924169,23228,27969,53518,1070556,2022-03-12 17:20:39.787999
814,164,11631,94,136,2282,14307,2022-03-12 17:20:40.142999
817,467,4704,400,524,3397,9492,2022-03-12 17:20:51.064571
819,735,30873,335,467,7902,40312,2022-03-12 17:20:55.259402
820,29519,61669,17196,6969,157772,273125,2022-03-12 17:20:55.446406
821,565,25077,272,287,6250,32451,2022-03-12 17:20:55.605402
833,581,6010,511,633,4504,12239,2022-03-12 17:20:56.555679
840,770,9332,609,686,6176,17573,2022-03-12 17:20:57.675681
850,2715,38987,2314,4017,14194,62227,2022-03-12 17:20:58.882758
858,254,1427,231,400,2058,4370,2022-03-12 17:21:03.094535
860,1562,24302,1812,2539,11117,41332,2022-03-12 17:21:10.500525
863,1484,17056,1317,2184,12086,34127,2022-03-12 17:21:11.123523
864,199,7987,142,167,3060,11555,2022-03-12 17:21:11.305523
868,249,13416,212,122,4092,18091,2022-03-12 17:21:11.944851
869,268,13861,214,124,4087,18554,2022-03-12 17:21:14.636992
870,351,14016,207,228,4074,18876,2022-03-12 17:21:18.08033
872,1591,6740,1513,1332,16148,27324,2022-03-12 17:21:18.24833
873,2389,43780,3048,3750,17401,70368,2022-03-12 17:21:18.419333
879,1777,12422,1829,2236,20731,38995,2022-03-12 17:21:19.341329
887,72,3211,41,65,1078,4467,2022-03-12 17:21:20.584082
895,590,93895,331,282,5433,100531,2022-03-12 17:21:21.814083
903,774,108688,364,294,5876,115996,2022-03-12 17:21:23.016699
907,2330,36885,2210,3330,15047,59802,2022-03-12 17:21:24.125855
915,484,9019,487,573,3309,13872,2022-03-12 17:21:25.321606
925,176,2127,156,200,926,3585,2022-03-12 17:21:26.561606
934,43647,410525,36832,34065,198036,723105,2022-03-12 17:21:27.819584
942,920,7315,762,909,7346,17252,2022-03-12 17:21:29.057734
4651,260,964,223,234,1624,3305,2022-03-12 18:37:41.034202
953,2102,38702,1709,1980,22888,67381,2022-03-12 17:21:30.213728
962,3782,32086,2927,1650,30793,71238,2022-03-12 17:21:31.340916
970,257,2457,285,295,2187,5481,2022-03-12 17:21:36.009226
971,856,12168,1177,1785,4319,20305,2022-03-12 17:21:40.920512
973,527,3848,539,834,5419,11167,2022-03-12 17:21:45.27494
974,1498,46728,670,578,33163,82637,2022-03-12 17:21:48.326894
975,1120,15062,501,283,15580,32546,2022-03-12 17:21:48.515918
976,483,9824,240,142,6295,16984,2022-03-12 17:21:48.681919
978,636,6325,410,345,5400,13116,2022-03-12 17:21:49.952405
979,158,12443,93,87,1927,14708,2022-03-12 17:21:50.173534
984,509,38194,305,299,5421,44728,2022-03-12 17:21:50.921152
992,511,10597,463,538,4314,16423,2022-03-12 17:21:52.165567
1000,2142,10799,2051,1231,16043,32266,2022-03-12 17:21:53.51157
1007,661,22546,489,331,5265,29292,2022-03-12 17:21:54.614896
1015,723,55795,495,262,10811,68086,2022-03-12 17:21:55.898506
1019,914,9827,803,1255,8742,21541,2022-03-12 17:21:56.971756
1020,255,5549,182,231,3715,9932,2022-03-12 17:22:00.541351
1022,301,4194,313,367,3638,8813,2022-03-12 17:22:03.500469
1023,1008,43026,727,481,14924,60166,2022-03-12 17:22:07.814879
1024,102,3592,71,83,1448,5296,2022-03-12 17:22:08.148879
1025,1258,8582,1053,1069,16045,28007,2022-03-12 17:22:08.316879
1026,129,1777,72,89,1882,3949,2022-03-12 17:22:08.499877
1031,56,1523,32,69,857,2537,2022-03-12 17:22:11.63249
1032,133,3953,83,71,2725,6965,2022-03-12 17:22:11.84849
1033,3098,85147,1404,580,62190,152419,2022-03-12 17:22:12.018493
1040,296,1122,247,285,2062,4012,2022-03-12 17:22:12.915941
1047,441,21557,172,105,8014,30289,2022-03-12 17:22:14.008942
1056,133,4549,68,84,1477,6311,2022-03-12 17:22:15.242649
1066,496,25577,545,430,6623,33671,2022-03-12 17:22:16.440796
1072,1219,18516,1426,852,13672,35685,2022-03-12 17:22:17.649772
1082,756,5495,660,1022,5634,13567,2022-03-12 17:22:19.03196
1089,947,25448,431,292,14178,41296,2022-03-12 17:22:20.130992
1097,599,4004,357,619,4234,9813,2022-03-12 17:22:28.03615
1098,431,5043,451,766,2797,9488,2022-03-12 17:22:32.190863
1099,56,1116,31,78,780,2061,2022-03-12 17:22:34.183057
1100,176,1462,119,131,2600,4488,2022-03-12 17:22:34.349179
1101,249,11138,168,118,2901,14574,2022-03-12 17:22:34.514695
1102,103,2086,69,132,1265,3655,2022-03-12 17:22:34.688719
1108,631,8466,644,845,5390,15976,2022-03-12 17:22:38.268524
1109,161,6109,132,195,3328,9925,2022-03-12 17:22:41.934413
1111,157,4534,107,125,2194,7117,2022-03-12 17:22:46.414194
1112,155,4637,106,123,2122,7143,2022-03-12 17:22:46.613168
1115,93,2083,46,59,1328,3609,2022-03-12 17:22:46.778172
1121,361,81871,246,248,4039,86765,2022-03-12 17:22:47.67717
1128,317,5792,239,207,2388,8943,2022-03-12 17:22:49.084195
1136,661,4704,770,839,6394,13368,2022-03-12 17:22:50.050682
1144,270,10954,192,113,3464,14993,2022-03-12 17:22:51.306956
1152,356,5674,257,175,3215,9677,2022-03-12 17:22:52.50321
1160,138,1883,68,90,1430,3609,2022-03-12 17:22:53.744215
1168,357,4747,352,210,2807,8473,2022-03-12 17:22:54.950502
1183,202,2117,116,155,1677,4267,2022-03-12 17:23:00.343158
1185,179,2828,161,232,1972,5372,2022-03-12 17:23:07.824041
1186,348,3952,340,507,3283,8430,2022-03-12 17:23:08.02706
1187,193,9119,199,115,2313,11939,2022-03-12 17:23:08.36506
1188,107,1056,75,140,1065,2443,2022-03-12 17:23:08.532151
1193,254,2041,235,325,2113,4968,2022-03-12 17:23:17.210087
1194,857,9667,1028,1335,6314,19201,2022-03-12 17:23:17.409114
1195,22185,560993,12220,20814,120355,736567,2022-03-12 17:23:17.577087
1196,323,3973,290,353,3666,8605,2022-03-12 17:23:17.738088
1206,155,2963,98,84,3666,6966,2022-03-12 17:23:27.199884
1207,134,2279,83,78,2453,5027,2022-03-12 17:23:27.413881
1208,81,1844,47,87,1548,3607,2022-03-12 17:23:27.581882
1215,363,15934,322,257,4580,21456,2022-03-12 17:23:28.496575
1223,85,6662,57,84,1790,8678,2022-03-12 17:23:29.729549
1231,351,9623,415,418,2639,13446,2022-03-12 17:23:30.821309
1237,422,21417,318,220,5793,28170,2022-03-12 17:23:32.177822
1245,264,4524,109,88,3527,8512,2022-03-12 17:23:33.245965
1253,838,37531,576,411,5672,45028,2022-03-12 17:23:34.450962
1261,462,5934,832,1253,3545,12026,2022-03-12 17:23:35.682092
1270,345,8088,133,105,4910,13581,2022-03-12 17:23:36.905789
1283,79,2412,76,87,1162,3816,2022-03-12 17:23:38.114789
1292,8926,224895,5732,6497,80036,326086,2022-03-12 17:23:39.341994
1301,387,8931,220,179,7517,17234,2022-03-12 17:23:40.695549
1314,103,702,83,134,955,1977,2022-03-12 17:23:44.010857
1316,545,10850,305,596,2278,14574,2022-03-12 17:23:47.810068
1324,298,4836,261,371,3986,9752,2022-03-12 17:23:51.652711
1325,243,1932,323,474,2945,5917,2022-03-12 17:23:51.923738
1327,727,7137,652,732,3643,12891,2022-03-12 17:23:52.241715
1343,152,5077,80,120,2135,7564,2022-03-12 17:23:54.258211
1349,449,5129,356,557,4002,10493,2022-03-12 17:23:58.725893
1350,604,6198,263,219,8071,15355,2022-03-12 17:24:01.863363
1351,735,6892,357,459,7466,15909,2022-03-12 17:24:05.236561
1355,41,384,27,39,446,937,2022-03-12 17:24:07.666109
1356,974,15221,758,484,9872,27309,2022-03-12 17:24:08.028109
1357,451,7299,258,235,4842,13085,2022-03-12 17:24:11.290042
1358,308,14360,188,139,4037,19032,2022-03-12 17:24:13.885524
1361,328,63663,166,298,3517,67972,2022-03-12 17:24:14.227524
1363,610,49809,246,288,3852,54805,2022-03-12 17:24:18.009924
1366,459,41407,216,227,3422,45731,2022-03-12 17:24:23.973825
1368,162,11989,129,119,2259,14658,2022-03-12 17:24:29.461752
1369,230,15687,130,139,2285,18471,2022-03-12 17:24:32.001584
1370,70,5586,42,76,1639,7413,2022-03-12 17:24:32.296593
1372,1972,10020,1743,1245,11771,26751,2022-03-12 17:24:37.587918
1373,125,2900,134,124,1836,5119,2022-03-12 17:24:39.853918
1375,608,7345,502,496,5228,14179,2022-03-12 17:24:43.004515
1378,121,3006,72,83,1496,4778,2022-03-12 17:24:58.874637
1379,1062,31032,585,269,18536,51484,2022-03-12 17:25:02.296514
1381,67,2038,54,89,1237,3485,2022-03-12 17:25:05.058306
1382,275,4803,186,215,3276,8755,2022-03-12 17:25:05.34047
1384,635,10022,467,418,7460,19002,2022-03-12 17:25:10.205275
1391,396,2326,269,244,3230,6465,2022-03-12 17:25:13.609637
1392,68,1439,37,74,704,2322,2022-03-12 17:25:16.014195
1393,64,1436,39,74,730,2343,2022-03-12 17:25:16.268194
1394,75,1272,49,66,786,2248,2022-03-12 17:25:19.137733
1395,76,1286,44,73,773,2252,2022-03-12 17:25:21.239239
1397,1375,12980,1348,1282,10356,27341,2022-03-12 17:25:23.973374
1398,300,6873,245,173,4676,12267,2022-03-12 17:25:26.397477
1399,167,5619,152,122,2356,8416,2022-03-12 17:25:28.723868
1409,116,2227,101,129,1369,3942,2022-03-12 17:25:33.257923
1410,264,7123,231,206,2381,10205,2022-03-12 17:25:33.574924
1412,6269,32642,4934,3035,42906,89786,2022-03-12 17:25:38.509873
1413,129,3971,103,93,2415,6711,2022-03-12 17:25:41.232106
1414,105,3485,95,87,2168,5940,2022-03-12 17:25:41.553104
1416,195,6035,142,122,3486,9980,2022-03-12 17:25:44.464702
1417,128,4545,102,95,2431,7301,2022-03-12 17:25:48.518144
1418,178,6022,120,115,3008,9443,2022-03-12 17:25:51.038772
1419,172,6637,127,124,2872,9932,2022-03-12 17:25:51.977895
1420,121,3485,99,87,2034,5826,2022-03-12 17:25:53.70001
1421,104,3626,84,83,2010,5907,2022-03-12 17:25:55.209068
1422,117,3626,95,103,2315,6256,2022-03-12 17:25:57.629768
1423,101,3259,93,88,2036,5577,2022-03-12 17:25:59.102773
1424,112,3474,101,96,2273,6056,2022-03-12 17:26:00.819001
1426,853,7387,672,430,9276,18618,2022-03-12 17:26:03.471459
1427,86,3022,87,94,1906,5195,2022-03-12 17:26:05.223937
1429,103,3075,90,88,2069,5425,2022-03-12 17:26:08.596024
1431,128,3727,96,101,2303,6355,2022-03-12 17:26:13.439365
1432,155,6205,113,111,2945,9529,2022-03-12 17:26:13.798386
1433,138,4809,113,112,2367,7539,2022-03-12 17:26:15.997379
1437,107,4177,103,100,2393,6880,2022-03-12 17:26:22.834061
1439,137,4441,116,104,2551,7349,2022-03-12 17:26:25.903001
1440,91,1637,54,77,960,2819,2022-03-12 17:26:27.711142
1441,408,9111,253,209,10000,19981,2022-03-12 17:26:28.036116
1443,186,2694,109,126,2538,5653,2022-03-12 17:26:28.789115
1445,591,7519,860,1525,2847,13342,2022-03-12 17:26:31.613741
1448,545,6378,673,950,2604,11150,2022-03-12 17:26:35.25465
1450,535,3327,522,505,6644,11533,2022-03-12 17:26:35.594927
1451,108,2585,50,96,1236,4075,2022-03-12 17:26:35.853926
1452,62,1326,22,46,672,2128,2022-03-12 17:26:37.678655
1453,4589,16983,3554,2460,33101,60687,2022-03-12 17:26:37.942653
1454,3138,20682,2421,2410,38155,66806,2022-03-12 17:26:41.009085
1455,143,4091,106,153,1890,6383,2022-03-12 17:26:43.189043
1462,3803,45398,1718,680,47831,99430,2022-03-12 17:26:55.530605
1465,196,2916,152,215,1897,5376,2022-03-12 17:26:55.900609
1470,5535,23177,3664,2340,32053,66769,2022-03-12 17:27:05.451091
1471,1176,12669,664,414,7711,22634,2022-03-12 17:27:08.627019
1473,617,10122,377,314,7159,18589,2022-03-12 17:27:19.450812
1474,180,4647,124,97,2185,7233,2022-03-12 17:27:22.127521
1475,160,4312,121,92,2176,6861,2022-03-12 17:27:24.509657
1477,172,4037,120,93,2692,7114,2022-03-12 17:27:29.142722
1480,110,5125,82,74,1553,6944,2022-03-12 17:27:31.568742
1482,58036,282142,57934,45813,187413,631338,2022-03-12 17:27:37.345633
1483,1398,5041,1058,704,14442,22643,2022-03-12 17:27:40.979758
1484,240,4311,110,150,3136,7947,2022-03-12 17:27:43.35005
1486,4535,26509,5422,3951,17950,58367,2022-03-12 17:27:46.948288
1488,472,6854,329,243,7688,15586,2022-03-12 17:27:53.011981
1489,182,4713,131,81,1760,6867,2022-03-12 17:27:53.316981
1490,546,3380,593,609,5716,10844,2022-03-12 17:27:53.995161
1491,2580,5765,2368,1380,18168,30261,2022-03-12 17:27:58.07912
1494,194,5223,129,124,3345,9015,2022-03-12 17:27:59.59612
1496,212,7761,144,170,2850,11137,2022-03-12 17:28:05.487133
1497,69,2223,52,87,1456,3887,2022-03-12 17:28:07.781133
1500,442,4918,266,317,3628,9571,2022-03-12 17:28:13.073648
1501,97,4696,74,94,1692,6653,2022-03-12 17:28:15.386783
1505,430,39323,214,222,3536,43725,2022-03-12 17:28:20.46029
1506,608,43753,255,283,4339,49238,2022-03-12 17:28:23.070392
1508,411,2404,386,629,4187,8017,2022-03-12 17:28:26.437378
1509,782,15646,759,1156,4565,22908,2022-03-12 17:28:29.143476
1514,169,4349,146,135,1938,6737,2022-03-12 17:28:31.392246
1515,133,1735,78,74,1303,3323,2022-03-12 17:28:33.319332
1516,2530,12606,3017,4147,6096,28396,2022-03-12 17:28:35.760962
1517,536,5490,598,666,5608,12898,2022-03-12 17:28:38.08397
1519,11448,351685,6842,3300,71822,445097,2022-03-12 17:28:41.008244
1520,2776,12488,1740,1296,16506,34806,2022-03-12 17:28:41.340244
1521,175,7987,152,106,2962,11382,2022-03-12 17:28:44.583705
1524,771,4077,812,632,10067,16359,2022-03-12 17:28:46.888901
1525,175,18607,172,181,3137,22272,2022-03-12 17:28:49.557028
1528,68,886,50,76,769,1849,2022-03-12 17:28:56.612452
1529,85,1313,67,104,1134,2703,2022-03-12 17:28:56.906458
1530,7970,158820,7343,6624,70858,251615,2022-03-12 17:29:00.18592
1531,486,24509,389,208,7907,33499,2022-03-12 17:29:00.507125
1532,1681,30180,1379,2327,11212,46779,2022-03-12 17:29:03.302724
1534,567,6203,562,524,3668,11524,2022-03-12 17:29:06.533518
1535,162340,2747152,94958,101345,205405,3311200,2022-03-12 17:29:07.865542
1537,110,728,89,158,852,1937,2022-03-12 17:29:13.77167
1538,1856,19216,1945,2350,13303,38670,2022-03-12 17:29:16.698022
1539,62,1976,45,86,802,2971,2022-03-12 17:29:19.357101
1541,705,4096,459,531,5034,10825,2022-03-12 17:29:24.819402
1542,446,2911,426,626,4582,8991,2022-03-12 17:29:25.123437
1543,1883,19889,1275,1344,13058,37449,2022-03-12 17:29:27.717637
1544,119,2190,89,104,1277,3779,2022-03-12 17:29:29.798763
1546,4539,44848,4047,5126,27315,85875,2022-03-12 17:29:32.433972
1547,30,214,31,140,260,675,2022-03-12 17:29:33.579969
1549,103,1766,89,109,2048,4115,2022-03-12 17:29:36.376203
1550,417,3914,436,662,2526,7955,2022-03-12 17:29:38.932701
1553,242,3023,208,153,2931,6557,2022-03-12 17:29:42.922
1554,730,11969,895,974,8409,22977,2022-03-12 17:29:45.613301
1556,734,8299,467,439,9130,19069,2022-03-12 17:29:50.968678
1559,14537,183640,8766,7518,57951,272412,2022-03-12 17:29:53.978826
1560,173,1740,93,112,1412,3530,2022-03-12 17:29:55.985071
1561,357,3438,345,655,3123,7918,2022-03-12 17:29:58.272692
1562,6802,95375,5730,7262,32128,147297,2022-03-12 17:30:01.236068
1565,3928,101278,3943,6799,8953,124901,2022-03-12 17:30:10.194038
1566,1693,60391,960,407,28541,91992,2022-03-12 17:30:14.171996
1567,877,8913,986,804,6097,17677,2022-03-12 17:30:16.256882
1569,2616,32304,1863,2452,19934,59169,2022-03-12 17:30:22.22959
1570,1485,19923,1255,1968,9531,34162,2022-03-12 17:30:25.239991
1572,285,3308,429,612,2306,6940,2022-03-12 17:30:28.459153
32797,12,37,3,56,55,163,2022-03-12 19:27:21.097692
1575,90250,1459716,52008,38049,298263,1938286,2022-03-12 17:30:34.945187
1576,2461,12920,2716,2313,16543,36953,2022-03-12 17:30:37.798966
1577,887,8933,471,297,10333,20921,2022-03-12 17:30:40.714085
1578,561,4875,353,482,4507,10778,2022-03-12 17:30:43.204864
1579,3492,61974,2912,3956,19993,92327,2022-03-12 17:30:45.917006
1581,1174,17795,903,1369,8863,30104,2022-03-12 17:30:50.892299
1582,100,1535,56,83,942,2716,2022-03-12 17:30:52.873444
1583,961,7466,816,1426,8090,18759,2022-03-12 17:30:53.142451
1584,68,1575,62,54,917,2676,2022-03-12 17:30:55.072976
1585,96,1023,40,101,896,2156,2022-03-12 17:30:57.542898
1588,1700,12666,1428,1631,7886,25311,2022-03-12 17:31:07.02308
1589,4362,27674,4552,4987,38591,80166,2022-03-12 17:31:09.6626
1590,173,1059,142,234,1106,2714,2022-03-12 17:31:11.759016
1591,549,5933,630,795,5141,13048,2022-03-12 17:31:13.714421
1592,1032,8334,890,1132,11720,23108,2022-03-12 17:31:16.298206
1593,270,23125,238,189,5431,29253,2022-03-12 17:31:19.140069
1594,6864,81878,5709,4226,49981,148658,2022-03-12 17:31:21.959486
1596,267,2852,191,368,2642,6320,2022-03-12 17:31:24.444807
1597,252,2208,341,509,1765,5075,2022-03-12 17:31:26.484412
1598,213,4047,162,196,3057,7675,2022-03-12 17:31:28.547117
1599,205,2781,180,226,1883,5275,2022-03-12 17:31:31.034851
1601,2064,11077,2120,2448,24149,41858,2022-03-12 17:31:35.543439
1602,807,11077,579,703,8011,21177,2022-03-12 17:31:36.114416
1603,350,3389,357,449,2697,7242,2022-03-12 17:31:36.704413
1604,49917,255865,39033,38772,128071,511658,2022-03-12 17:31:39.350282
1607,1260,13758,1330,1968,9743,28059,2022-03-12 17:31:42.21897
1608,481,3440,324,404,4158,8807,2022-03-12 17:31:42.49597
1613,44,1865,22,57,589,2577,2022-03-12 17:31:44.684157
1617,132,1219,99,108,1908,3466,2022-03-12 17:31:51.036351
1618,249,1218,247,245,2754,4713,2022-03-12 17:31:53.847139
1619,374,13605,266,185,4597,19027,2022-03-12 17:31:57.302011
1620,107,977,70,110,925,2189,2022-03-12 17:31:59.373016
1621,47,1113,48,52,691,1951,2022-03-12 17:32:00.868015
1622,125,4600,77,130,2364,7296,2022-03-12 17:32:02.860143
1623,218,1838,178,273,1749,4256,2022-03-12 17:32:04.7839
1624,95,1857,83,73,1520,3628,2022-03-12 17:32:06.748522
1625,78,1575,56,66,938,2713,2022-03-12 17:32:08.461905
1628,422,4144,307,459,3821,9153,2022-03-12 17:32:11.993713
1629,1160,6630,835,1082,11746,21453,2022-03-12 17:32:14.341832
1630,82,2234,77,99,1262,3754,2022-03-12 17:32:16.0184
1637,231,8630,115,174,4058,13208,2022-03-12 17:32:18.798418
1638,140,2388,165,217,1151,4061,2022-03-12 17:32:21.29154
1640,366,13767,293,773,4385,19584,2022-03-12 17:32:21.549083
1641,94,1318,45,49,935,2441,2022-03-12 17:32:23.934255
1643,63,906,32,63,624,1688,2022-03-12 17:32:27.50217
1644,76,981,43,62,812,1974,2022-03-12 17:32:27.825173
1645,193,2907,136,139,2308,5683,2022-03-12 17:32:30.029295
1647,352,4748,150,312,4374,9936,2022-03-12 17:32:32.33901
1650,1255,7632,1046,708,13614,24255,2022-03-12 17:32:36.713906
1651,274,3360,205,193,3446,7478,2022-03-12 17:32:39.782531
1655,353,3904,468,530,3000,8255,2022-03-12 17:32:47.846426
1656,21,172,14,81,138,426,2022-03-12 17:32:49.025457
1657,443,6280,459,707,6502,14391,2022-03-12 17:32:51.438335
1658,220,3313,108,74,2992,6707,2022-03-12 17:32:53.542463
1660,271,1675,230,281,2855,5312,2022-03-12 17:32:58.382079
1661,847,4186,935,906,7758,14632,2022-03-12 17:33:00.867624
1662,83,1299,50,55,1329,2816,2022-03-12 17:33:02.546624
1663,336,3952,354,357,4147,9146,2022-03-12 17:33:04.781772
1664,166,1312,122,227,1356,3183,2022-03-12 17:33:06.776787
1665,79,1175,65,113,923,2355,2022-03-12 17:33:09.057914
1667,94,707,75,166,903,1945,2022-03-12 17:33:12.815156
1668,640,38196,650,1298,3147,43931,2022-03-12 17:33:16.080305
1670,111,8166,93,154,1457,9981,2022-03-12 17:33:19.99904
1672,82,1614,91,212,678,2677,2022-03-12 17:33:25.135409
1673,55,963,50,126,523,1717,2022-03-12 17:33:27.084134
1674,500,22553,394,629,2524,26600,2022-03-12 17:33:29.961806
1675,298,6128,286,577,1136,8425,2022-03-12 17:33:33.026781
1676,196,2256,180,236,2077,4945,2022-03-12 17:33:36.018033
1678,1550,13418,2533,2408,9909,29818,2022-03-12 17:33:39.76339
1679,200,7729,172,148,2064,10313,2022-03-12 17:33:42.125108
1681,787,24663,439,292,13861,40042,2022-03-12 17:33:44.836606
1683,379,2659,561,717,2324,6640,2022-03-12 17:33:49.266781
1684,171,1815,154,230,1248,3618,2022-03-12 17:33:51.616015
1685,517,15351,631,2464,2446,21409,2022-03-12 17:33:51.928235
1686,2189,226003,945,606,17298,247041,2022-03-12 17:33:52.166235
1688,814,10677,844,1255,7790,21380,2022-03-12 17:33:54.852965
1689,14747,619220,7357,5642,179696,826662,2022-03-12 17:33:58.382143
1690,7906,54701,6746,6155,94996,170504,2022-03-12 17:34:01.911427
1691,18284,289470,13367,17573,79560,418254,2022-03-12 17:34:06.943935
45547,0,0,0,0,0,0,2022-03-12 20:07:07.536564
45549,0,0,0,0,0,0,2022-03-12 20:07:08.993838
45551,0,0,0,0,0,0,2022-03-12 20:07:10.005778
47582,0,0,0,0,0,0,2022-03-12 20:24:58.449373
1694,1080,7180,1124,1776,10297,21457,2022-03-12 17:34:12.946499
1696,1779,35481,1579,1622,13708,54169,2022-03-12 17:34:16.015161
1699,8314,86194,8592,8680,58681,170461,2022-03-12 17:34:21.73841
1701,177,2372,94,111,1811,4565,2022-03-12 17:34:22.079524
1703,581,2890,368,587,6204,10630,2022-03-12 17:34:26.412789
1704,514,3441,376,499,4791,9621,2022-03-12 17:34:26.702765
1705,73,711,70,154,732,1740,2022-03-12 17:34:31.843888
1706,408,4066,448,431,3987,9340,2022-03-12 17:34:40.662654
1707,619,9978,669,1166,2514,14946,2022-03-12 17:34:53.685533
1709,402,65041,216,198,3829,69686,2022-03-12 17:35:14.682579
1710,1554,23813,1818,2598,5108,34891,2022-03-12 17:35:19.638806
1711,127,1063,102,176,1150,2618,2022-03-12 17:35:21.67812
1712,69,449,63,103,557,1241,2022-03-12 17:35:23.238262
1713,97,613,69,101,860,1740,2022-03-12 17:35:24.713377
1718,167,4421,138,133,2468,7327,2022-03-12 17:35:26.596282
1719,714,47294,536,394,8856,57794,2022-03-12 17:35:29.237658
1720,190,3671,164,126,2351,6502,2022-03-12 17:35:32.97842
1721,793,9123,760,1076,7307,19059,2022-03-12 17:35:35.061681
1723,1923,114129,1660,2315,40017,160044,2022-03-12 17:35:41.139747
1725,218,2577,122,192,2013,5122,2022-03-12 17:35:41.897725
1727,1724,13240,1249,1628,12437,30278,2022-03-12 17:35:49.288593
1731,1856,28586,1483,1205,16619,49749,2022-03-12 17:35:55.56403
1732,307,12090,236,167,4193,16993,2022-03-12 17:35:59.208808
1733,87,2543,45,63,1127,3865,2022-03-12 17:36:02.942992
1735,407063,1262924,125780,139688,110399,2045854,2022-03-12 17:36:03.963987
1736,119,3146,121,118,1070,4574,2022-03-12 17:36:07.911577
1737,122,540,84,125,1102,1973,2022-03-12 17:36:10.496566
1740,86,291,65,134,819,1395,2022-03-12 17:36:14.892443
1741,50,1018,40,56,509,1673,2022-03-12 17:36:16.601612
1742,149,933,102,142,1503,2829,2022-03-12 17:36:18.486615
1744,1042,9045,1574,1735,3768,17164,2022-03-12 17:36:21.770953
1746,295,6577,367,815,2382,10436,2022-03-12 17:36:26.470878
1747,822,8804,643,575,11356,22200,2022-03-12 17:36:28.722933
1748,91,1263,100,105,930,2489,2022-03-12 17:36:31.361246
1749,213,11232,158,185,2245,14033,2022-03-12 17:36:31.727273
1750,298,9989,169,191,2565,13212,2022-03-12 17:36:32.264248
1751,56,5318,54,78,1036,6542,2022-03-12 17:36:34.24184
1752,62,2157,42,72,857,3190,2022-03-12 17:36:36.153109
1753,29,1341,24,51,562,2007,2022-03-12 17:36:37.750732
1754,72,2153,40,78,635,2978,2022-03-12 17:36:39.162326
1755,55,1831,39,68,672,2665,2022-03-12 17:36:40.782547
1756,50,1873,43,66,649,2681,2022-03-12 17:36:42.557522
1757,46,2571,30,67,577,3291,2022-03-12 17:36:43.875624
1758,43,1147,36,59,624,1909,2022-03-12 17:36:44.137623
1759,103,2150,45,54,1288,3640,2022-03-12 17:36:46.922655
1760,416,8609,189,172,6242,15628,2022-03-12 17:36:49.125128
1761,244,5171,128,97,3301,8941,2022-03-12 17:36:51.754144
1762,950,7701,696,843,9513,19703,2022-03-12 17:36:54.373788
1766,93,1351,44,56,1102,2646,2022-03-12 17:37:06.006181
1767,159,2211,70,79,2284,4803,2022-03-12 17:37:08.240296
1768,80,1651,64,77,813,2685,2022-03-12 17:37:10.389879
1771,104,918,60,95,828,2005,2022-03-12 17:37:14.09973
1772,76,906,42,101,782,1907,2022-03-12 17:37:15.685503
1774,49,1482,51,48,781,2411,2022-03-12 17:37:17.866501
1775,340,1544,228,353,3880,6345,2022-03-12 17:37:20.493237
1777,150,2763,72,64,2262,5311,2022-03-12 17:37:24.588333
1778,192,1663,153,201,1492,3701,2022-03-12 17:37:27.671373
1786,114,1079,62,93,902,2250,2022-03-12 17:37:30.043627
1789,59,2333,75,74,1056,3597,2022-03-12 17:37:32.022745
1790,51,1100,45,50,519,1765,2022-03-12 17:37:33.997431
1795,106,2365,67,48,1384,3970,2022-03-12 17:37:43.1399
1797,149,5879,99,91,2785,9003,2022-03-12 17:37:47.109301
1798,80,4257,62,53,1068,5520,2022-03-12 17:37:48.897279
1799,156,7176,96,71,1938,9437,2022-03-12 17:37:51.496082
1802,275,4143,324,337,2900,7979,2022-03-12 17:37:55.946084
