anime_id,watching,completed,on_hold,dropped,plan_to_watch,total,load_date
37672,170,2117,50,91,826,3254,2022-03-12 19:38:32.960043
37686,7,31,2,40,37,117,2022-03-12 19:38:34.197202
37694,6,67,3,15,23,114,2022-03-12 19:38:35.505852
37698,5,43,5,40,50,143,2022-03-12 19:38:36.541556
37717,69,319,27,40,559,1014,2022-03-12 19:38:37.910938
37730,8,119,2,19,68,216,2022-03-12 19:38:39.662954
37733,7,175,2,25,73,282,2022-03-12 19:38:42.256792
37735,580,6975,181,448,4195,12379,2022-03-12 19:38:44.298007
37736,570,1384,208,290,2203,4655,2022-03-12 19:38:44.48503
37742,16,1284,7,32,170,1509,2022-03-12 19:38:48.634379
37744,19391,160646,4994,32227,40184,257442,2022-03-12 19:38:48.847385
37747,602,3277,188,799,3505,8371,2022-03-12 19:38:49.182381
37753,14,139,1,36,92,282,2022-03-12 19:38:50.08941
37773,523,12668,218,151,12427,25987,2022-03-12 19:38:51.157699
37784,69,872,6,33,567,1547,2022-03-12 19:38:52.378642
37799,29791,530242,11085,32395,95049,698562,2022-03-12 19:38:53.463617
37818,103,61,45,74,674,957,2022-03-12 19:38:54.786215
37831,799,24212,420,576,9097,35104,2022-03-12 19:38:55.931026
37853,9,148,1,17,47,222,2022-03-12 19:38:57.168039
37863,61,1617,20,48,464,2210,2022-03-12 19:38:58.271209
37875,7,82,4,22,47,162,2022-03-12 19:38:59.536184
37886,138,897,47,81,1301,2464,2022-03-12 19:39:01.252896
43275,0,10,2,11,10,33,2022-03-12 19:48:21.04677
37891,5,29,3,38,23,98,2022-03-12 19:39:01.892379
37904,50,37,25,63,484,659,2022-03-12 19:39:03.201382
37916,365,4755,209,137,5099,10565,2022-03-12 19:39:04.298501
37928,65,136,17,41,243,502,2022-03-12 19:39:05.507068
37937,321,1947,67,145,794,3274,2022-03-12 19:39:06.75763
37947,7,146,1,13,38,205,2022-03-12 19:39:07.977736
37956,7807,103670,3327,4219,34492,153515,2022-03-12 19:39:09.058762
37966,196,14940,152,224,4673,20185,2022-03-12 19:39:10.298599
37975,2242,24405,1148,1238,12925,41958,2022-03-12 19:39:14.484733
37976,36776,229319,19273,30455,105563,421386,2022-03-12 19:39:14.692732
37978,8,94,13,53,139,307,2022-03-12 19:39:14.852732
37980,574,680,258,414,2026,3952,2022-03-12 19:39:15.20373
37987,10949,187512,3509,857,201083,403910,2022-03-12 19:39:16.284131
37996,508,29810,271,140,10165,40894,2022-03-12 19:39:17.525239
38004,1030,6123,454,1208,7557,16372,2022-03-12 19:39:18.763756
38012,16,207,14,36,584,857,2022-03-12 19:39:20.31249
38017,61,689,22,73,541,1386,2022-03-12 19:39:21.107466
38025,53,0,25,73,151,302,2022-03-12 19:39:22.366074
38044,1,166,0,13,30,210,2022-03-12 19:39:23.599048
38052,28,1038,18,41,255,1380,2022-03-12 19:39:24.80829
38060,8,59,7,41,147,262,2022-03-12 19:39:25.875007
38069,13,80,2,46,73,214,2022-03-12 19:39:29.371681
38070,7,160,6,48,52,273,2022-03-12 19:39:29.566696
38071,5,119,7,40,44,215,2022-03-12 19:39:29.738696
38081,702,15408,255,157,9944,26466,2022-03-12 19:39:30.809535
38088,909,16793,316,262,15323,33603,2022-03-12 19:39:31.889108
38097,36,0,21,35,71,163,2022-03-12 19:39:33.133101
38112,76,151,38,54,378,697,2022-03-12 19:39:34.378264
38123,4,97,1,53,32,187,2022-03-12 19:39:35.591926
38131,6,98,2,62,36,204,2022-03-12 19:39:36.95493
38137,4,81,2,43,36,166,2022-03-12 19:39:37.928141
38147,22,45,10,115,191,383,2022-03-12 19:39:39.18314
38162,675,3254,335,1993,3669,9926,2022-03-12 19:39:40.414068
38177,95,869,61,70,1049,2144,2022-03-12 19:39:41.661042
38194,4,40,4,49,62,159,2022-03-12 19:39:42.714927
38211,61,381,36,75,630,1183,2022-03-12 19:39:43.933485
38246,4,47,4,27,57,139,2022-03-12 19:39:46.309065
38249,3513,144273,802,536,23891,173015,2022-03-12 19:39:46.538579
38262,1083,3865,281,682,3538,9449,2022-03-12 19:39:47.689577
38276,3636,19206,1877,4787,13103,42609,2022-03-12 19:39:48.764289
38295,4049,24928,1449,5756,18197,54379,2022-03-12 19:39:49.972421
38307,5,91,4,11,24,135,2022-03-12 19:39:53.41305
38308,3,74,3,16,24,120,2022-03-12 19:39:53.62905
38309,3,86,3,15,27,134,2022-03-12 19:39:53.791051
38320,3,74,4,14,21,116,2022-03-12 19:39:54.712693
38328,15886,49769,6571,16073,52132,140431,2022-03-12 19:39:56.122332
38338,3,99,2,22,59,185,2022-03-12 19:39:57.377431
38353,6,242,1,30,60,339,2022-03-12 19:39:58.432595
38362,2,111,2,10,24,149,2022-03-12 19:39:59.548634
38376,8,156,1,19,44,228,2022-03-12 19:40:00.792385
38389,612,6182,293,430,4828,12345,2022-03-12 19:40:02.292397
38398,3,65,2,28,40,138,2022-03-12 19:40:03.252394
38411,42,404,15,35,494,990,2022-03-12 19:40:04.361395
38424,10,211,1,24,61,307,2022-03-12 19:40:05.72499
38435,470,4837,117,162,1235,6821,2022-03-12 19:40:06.807996
38451,36,0,11,61,73,181,2022-03-12 19:40:08.216992
38471,12,225,1,35,120,393,2022-03-12 19:40:09.140996
38480,13524,97861,5463,7176,71699,195723,2022-03-12 19:40:10.37197
38489,68,523,22,55,510,1178,2022-03-12 19:40:11.613969
38498,9,281,5,22,41,358,2022-03-12 19:40:12.891116
38506,6,132,2,18,52,210,2022-03-12 19:40:13.973093
38524,67339,1549361,7391,4721,119079,1747891,2022-03-12 19:40:15.292932
38528,2220,30491,537,573,7484,41305,2022-03-12 19:40:16.341542
38538,10,58,3,32,52,155,2022-03-12 19:40:17.552538
38554,12,220,4,44,68,348,2022-03-12 19:40:18.797667
38562,29,190,24,67,666,976,2022-03-12 19:40:19.938702
38578,1423,2875,638,678,3432,9046,2022-03-12 19:40:21.205764
38606,74,392,36,50,687,1239,2022-03-12 19:40:22.453126
38618,3,40,5,36,95,179,2022-03-12 19:40:23.662104
38628,2006,11633,1087,2587,9471,26784,2022-03-12 19:40:24.810311
38646,28,142,15,70,543,798,2022-03-12 19:40:28.192168
38647,25,133,15,69,479,721,2022-03-12 19:40:28.425188
38648,27,122,14,64,471,698,2022-03-12 19:40:28.752164
38659,32353,357374,9098,13879,76933,489637,2022-03-12 19:40:29.53317
38672,50,1052,48,80,944,2174,2022-03-12 19:40:31.105391
38680,69339,340247,29118,23946,170103,632753,2022-03-12 19:40:32.024396
38693,405,9241,210,247,5492,15595,2022-03-12 19:40:33.274395
38705,17,69,13,63,250,412,2022-03-12 19:40:37.972221
38707,2710,10039,1336,4994,11336,30415,2022-03-12 19:40:38.166404
38710,819,9171,466,140,7212,17808,2022-03-12 19:40:38.480401
38711,49,55,22,60,179,365,2022-03-12 19:40:38.647401
38717,0,1,1,0,4061,4063,2022-03-12 19:40:39.405428
38735,4828,63357,2542,7273,31906,109906,2022-03-12 19:40:44.744402
38738,4,94,3,32,34,167,2022-03-12 19:40:44.947402
38739,67,842,41,59,1133,2142,2022-03-12 19:40:45.288466
38744,182,597,38,94,1110,2021,2022-03-12 19:40:46.056465
38757,7,153,2,12,56,230,2022-03-12 19:40:47.151606
38767,177,2000,89,160,1432,3858,2022-03-12 19:40:48.35809
43822,0,0,0,0,0,0,2022-03-12 19:49:31.936926
43830,0,0,0,0,0,0,2022-03-12 19:49:33.168139
43838,0,0,0,0,0,0,2022-03-12 19:49:34.373834
38776,60,0,21,151,126,358,2022-03-12 19:40:49.726598
38787,12477,83998,4426,6610,54217,161728,2022-03-12 19:40:50.828605
38797,1736,18385,416,1048,6505,28090,2022-03-12 19:40:52.045618
38809,9,563,4,12,110,698,2022-03-12 19:40:53.275048
38818,4,164,2,11,54,235,2022-03-12 19:40:54.488646
38828,6,32,5,38,71,152,2022-03-12 19:40:55.561329
38850,69,1415,50,99,1255,2888,2022-03-12 19:40:56.935435
38857,23,102,6,74,177,382,2022-03-12 19:40:58.359432
38864,100,1766,71,142,1361,3440,2022-03-12 19:40:59.164432
38874,5,23,5,40,35,108,2022-03-12 19:41:00.408147
38882,43,126,27,52,3664,3912,2022-03-12 19:41:01.608173
38895,279,3644,143,102,2032,6200,2022-03-12 19:41:02.984332
38903,0,0,0,0,1841,1841,2022-03-12 19:41:04.141332
38913,3,200,2,7,39,251,2022-03-12 19:41:05.201888
38921,287,13741,152,95,6251,20526,2022-03-12 19:41:06.517281
38928,21,0,15,32,48,116,2022-03-12 19:41:07.646282
43845,0,0,0,0,0,0,2022-03-12 19:49:35.45542
43853,0,0,0,0,0,0,2022-03-12 19:49:36.836648
43860,0,0,0,0,0,0,2022-03-12 19:49:38.073623
43868,0,0,0,0,0,0,2022-03-12 19:49:39.139143
38938,4571,31569,1482,1514,30132,69268,2022-03-12 19:41:08.902901
38959,12068,61444,5035,6746,46129,131422,2022-03-12 19:41:10.016928
38971,284,5965,173,178,3362,9962,2022-03-12 19:41:11.233113
38985,465,5941,224,228,10003,16861,2022-03-12 19:41:12.458707
38999,369,19546,191,99,5937,26142,2022-03-12 19:41:13.750707
39007,35,37,8,91,671,842,2022-03-12 19:41:14.869797
39022,301,854,142,319,1974,3590,2022-03-12 19:41:16.245426
39029,19,57,9,87,130,302,2022-03-12 19:41:17.199959
39037,12,75,9,27,130,253,2022-03-12 19:41:18.413074
39056,15,304,6,19,99,443,2022-03-12 19:41:19.658077
39077,8,102,0,19,46,175,2022-03-12 19:41:20.872145
39088,5,139,3,15,41,203,2022-03-12 19:41:22.008146
39097,3,150,2,9,29,193,2022-03-12 19:41:23.254333
39106,13,138,10,32,178,371,2022-03-12 19:41:24.634448
39114,32,3575,12,28,302,3949,2022-03-12 19:41:26.201123
39119,7,33,6,43,76,165,2022-03-12 19:41:26.858749
39128,2,20,1,29,31,83,2022-03-12 19:41:28.087749
39137,2,21,1,26,30,80,2022-03-12 19:41:29.321938
39146,2,23,1,37,28,91,2022-03-12 19:41:30.459158
39152,2,11,2,33,28,76,2022-03-12 19:41:31.727638
39160,3,25,5,28,35,96,2022-03-12 19:41:32.914819
39168,0,0,0,0,6135,6135,2022-03-12 19:41:34.217812
39174,10,395,3,11,49,468,2022-03-12 19:41:35.365561
39183,229,414,136,307,902,1988,2022-03-12 19:41:36.455711
44114,0,0,0,0,0,0,2022-03-12 19:52:50.753824
44116,0,0,0,0,0,0,2022-03-12 19:52:52.158943
44117,0,0,0,0,0,0,2022-03-12 19:52:52.99269
44122,0,0,0,0,0,0,2022-03-12 19:53:01.870273
39192,7,40,3,28,61,139,2022-03-12 19:41:37.693733
39200,3,124,1,10,26,164,2022-03-12 19:41:38.918807
39215,4,125,1,9,28,167,2022-03-12 19:41:41.281049
39224,6,187,4,19,83,299,2022-03-12 19:41:43.079156
39228,3,44,3,36,39,125,2022-03-12 19:41:43.808157
39243,8,329,4,16,50,407,2022-03-12 19:41:44.932156
39252,9,268,6,17,79,379,2022-03-12 19:41:46.043788
39260,1,13,2,25,39,80,2022-03-12 19:41:47.308415
39271,7,110,6,28,81,232,2022-03-12 19:41:48.646488
39281,11,391,2,13,45,462,2022-03-12 19:41:49.741492
39292,27234,105631,9058,14978,64795,221696,2022-03-12 19:41:50.821004
39306,6,130,1,13,53,203,2022-03-12 19:41:52.20811
39315,34,291,16,39,262,642,2022-03-12 19:41:53.379857
39325,399,4543,121,146,2368,7577,2022-03-12 19:41:54.45194
39331,3,193,1,15,32,244,2022-03-12 19:41:55.644076
39343,3,43,4,22,43,115,2022-03-12 19:41:56.90213
39354,2,44,8,34,62,150,2022-03-12 19:41:58.195133
39362,30,523,24,48,302,927,2022-03-12 19:41:59.279221
39372,6,51,7,32,58,154,2022-03-12 19:42:00.507912
39380,428,5817,142,131,1916,8434,2022-03-12 19:42:01.724947
39388,7370,28828,3622,8290,26353,74463,2022-03-12 19:42:02.914028
39404,1,10,4,33,25,73,2022-03-12 19:42:04.300028
39410,39,50,18,47,130,284,2022-03-12 19:42:05.261419
39417,4201,17198,2091,6962,17149,47601,2022-03-12 19:42:06.570055
39430,7,71,5,52,90,225,2022-03-12 19:42:07.775031
39451,2,10,3,36,28,79,2022-03-12 19:42:08.933139
39463,39598,207176,11788,26463,106485,391510,2022-03-12 19:42:10.148146
39475,7,157,2,12,31,209,2022-03-12 19:42:12.938542
39476,7,290,0,9,36,342,2022-03-12 19:42:13.154534
39490,55,1098,9,27,330,1519,2022-03-12 19:42:15.063136
39502,2,15,3,25,29,74,2022-03-12 19:42:17.278373
39503,2,9,3,32,25,71,2022-03-12 19:42:17.478373
39514,31,256,28,30,456,801,2022-03-12 19:42:18.687454
39529,22,290,13,54,470,849,2022-03-12 19:42:19.932495
39538,450,1025,192,71,2889,4627,2022-03-12 19:42:20.890734
39549,4,231,1,14,39,289,2022-03-12 19:42:22.131734
39566,9,139,0,25,48,221,2022-03-12 19:42:23.361877
39575,27356,111681,12157,13355,80611,245160,2022-03-12 19:42:24.47885
39585,150,1771,89,93,6519,8622,2022-03-12 19:42:25.742876
39592,887,9141,362,292,5325,16007,2022-03-12 19:42:26.868011
39616,3,126,1,12,23,165,2022-03-12 19:42:28.136013
39624,3,7,1,31,24,66,2022-03-12 19:42:29.533093
39634,8,27,2,16,50,103,2022-03-12 19:42:30.501723
39653,402,1,177,130,909,1619,2022-03-12 19:42:31.747828
39675,534,924,111,215,1942,3726,2022-03-12 19:42:32.976964
39684,11,509,6,14,127,667,2022-03-12 19:42:34.057958
39697,9,183,6,34,103,335,2022-03-12 19:42:35.350683
39707,12,196,5,25,113,351,2022-03-12 19:42:36.592784
39718,5,125,2,13,35,180,2022-03-12 19:42:37.686788
39731,118,299,51,82,767,1317,2022-03-12 19:42:39.097926
39738,70,1268,34,96,922,2390,2022-03-12 19:42:40.241106
39761,820,15123,232,198,13404,29777,2022-03-12 19:42:41.323257
39769,12,1411,4,24,117,1568,2022-03-12 19:42:42.583244
39790,15477,62122,6027,8055,60763,152444,2022-03-12 19:42:43.867364
39808,9079,39116,2130,954,45864,97143,2022-03-12 19:42:44.952381
39823,169,178,26,76,540,989,2022-03-12 19:42:46.210586
39840,45,396,12,37,322,812,2022-03-12 19:42:47.425227
39857,5,78,0,9,16,108,2022-03-12 19:42:48.523231
39885,21,270,11,34,221,557,2022-03-12 19:42:50.95467
39894,0,0,0,1,17592,17593,2022-03-12 19:42:52.222672
39910,2,119,0,14,19,154,2022-03-12 19:42:53.279804
39920,4,140,0,13,23,180,2022-03-12 19:42:54.506313
39936,11,172,11,44,128,366,2022-03-12 19:42:55.754959
39957,8,215,4,15,91,333,2022-03-12 19:42:57.140086
44124,0,0,0,0,0,0,2022-03-12 19:53:04.936271
44125,0,0,0,0,0,0,2022-03-12 19:53:05.802842
47459,0,0,0,0,0,0,2022-03-12 20:24:16.415436
39967,23,271,15,42,626,977,2022-03-12 19:42:58.090086
39988,12930,145814,4349,3473,32914,199480,2022-03-12 19:42:59.382438
39997,4,206,3,18,42,273,2022-03-12 19:43:00.633438
40005,1648,17200,338,334,5862,25382,2022-03-12 19:43:01.738438
40015,10,160,2,34,58,264,2022-03-12 19:43:03.038594
40031,874,7115,353,484,5082,13908,2022-03-12 19:43:04.102619
40044,52,1528,31,65,1173,2849,2022-03-12 19:43:05.507355
40057,12,328,6,39,197,582,2022-03-12 19:43:15.254702
40058,3,130,1,17,20,171,2022-03-12 19:43:15.502678
40059,9098,67113,2248,911,40406,119776,2022-03-12 19:43:15.667675
40060,22067,190293,8820,10502,68309,299991,2022-03-12 19:43:15.839675
40074,5455,14069,1626,17138,22976,61264,2022-03-12 19:43:16.855515
40085,854,2810,389,1775,4385,10213,2022-03-12 19:43:17.916515
40100,882,3860,282,304,3994,9322,2022-03-12 19:43:19.13462
40112,15,262,3,20,97,397,2022-03-12 19:43:20.416246
40136,1895,6521,853,3012,5853,18134,2022-03-12 19:43:21.532564
40147,22,739,11,32,242,1046,2022-03-12 19:43:25.133942
40148,3032,15307,1390,3442,16058,39229,2022-03-12 19:43:25.328982
40151,677,1908,214,254,2357,5410,2022-03-12 19:43:25.486981
40156,198,2511,71,104,2494,5378,2022-03-12 19:43:26.612979
40165,5708,15480,2330,13944,20022,57484,2022-03-12 19:43:27.565006
40179,48,731,32,65,417,1293,2022-03-12 19:43:29.006625
40194,85,770,18,17,463,1353,2022-03-12 19:43:29.95376
40208,271,705,86,147,1581,2790,2022-03-12 19:43:31.163444
40228,654,7880,291,435,3111,12371,2022-03-12 19:43:32.523474
40239,741,22077,205,420,4639,28082,2022-03-12 19:43:33.561548
40254,1929,14032,568,1386,11871,29786,2022-03-12 19:43:36.377833
40267,1404,1582,431,1010,13877,18304,2022-03-12 19:43:37.174566
40291,21,772,10,33,139,975,2022-03-12 19:43:40.474947
40293,16,766,8,33,128,951,2022-03-12 19:43:40.84504
40304,2,112,2,9,17,142,2022-03-12 19:43:42.069054
40323,637,5398,218,164,6225,12642,2022-03-12 19:43:46.289751
40327,1038,822,433,564,3274,6131,2022-03-12 19:43:46.478748
40334,174,2818,173,151,2582,5898,2022-03-12 19:43:48.030824
40346,3,118,3,11,29,164,2022-03-12 19:43:49.332347
40350,5,148,3,14,66,236,2022-03-12 19:43:51.696072
40351,32779,1,8337,6258,13049,60424,2022-03-12 19:43:51.904072
40359,9939,32342,3479,9472,42739,97971,2022-03-12 19:43:55.384267
40360,5,469,6,16,66,562,2022-03-12 19:43:55.667266
40361,6,152,3,26,34,221,2022-03-12 19:43:55.838293
40365,5,25,3,18,38,89,2022-03-12 19:43:56.385267
40376,32,75,4,47,136,294,2022-03-12 19:43:57.583536
40392,8309,52546,3330,4271,38621,107077,2022-03-12 19:43:58.809536
40407,2,31,4,21,44,102,2022-03-12 19:44:00.031679
40421,2828,120362,839,461,50533,175023,2022-03-12 19:44:01.270435
40434,6158,13914,747,435,30228,51482,2022-03-12 19:44:02.357413
40442,12,391,3,14,64,484,2022-03-12 19:44:03.582554
40462,63,770,32,80,731,1676,2022-03-12 19:44:04.875558
40474,4,172,2,13,38,229,2022-03-12 19:44:06.094052
40482,11,57,4,32,79,183,2022-03-12 19:44:07.182054
40491,605,12528,146,125,5668,19072,2022-03-12 19:44:08.401087
40507,84890,8,1990,3044,131153,221085,2022-03-12 19:44:09.671752
40517,61,920,23,45,662,1711,2022-03-12 19:44:14.978616
40523,4,161,0,9,24,198,2022-03-12 19:44:15.172613
40526,6244,15428,1599,7910,14369,45550,2022-03-12 19:44:18.143255
40527,4,106,3,9,26,148,2022-03-12 19:44:18.316255
40529,5429,31498,1980,2373,27495,68775,2022-03-12 19:44:18.493258
40530,29758,151607,6367,11904,71578,271214,2022-03-12 19:44:18.756255
40543,30,101,18,36,356,541,2022-03-12 19:44:23.11619
40550,7634,25824,2699,7765,28112,72034,2022-03-12 19:44:23.322192
40552,2,47,3,19,26,97,2022-03-12 19:44:23.50619
40558,11,329,5,10,54,409,2022-03-12 19:44:24.468701
40568,57,232,18,43,398,748,2022-03-12 19:44:25.566824
40583,0,0,0,0,0,0,2022-03-12 19:44:26.788826
44309,0,0,0,0,0,0,2022-03-12 19:54:54.452551
44310,0,0,0,0,0,0,2022-03-12 19:54:55.281133
44312,0,0,0,0,0,0,2022-03-12 19:54:57.328277
40595,24823,115221,6407,14310,57417,218178,2022-03-12 19:44:28.102384
40606,9,232,1,25,90,357,2022-03-12 19:44:29.173634
40620,29263,55188,5844,8040,54149,152484,2022-03-12 19:44:30.390191
40633,1,59,0,8,30,98,2022-03-12 19:44:31.605721
40651,114,1666,42,109,893,2824,2022-03-12 19:44:32.858723
40661,239,6133,77,69,2196,8714,2022-03-12 19:44:33.933205
40674,4,13,3,30,42,92,2022-03-12 19:44:37.745621
40677,894,3356,443,716,4582,9991,2022-03-12 19:44:37.964647
40682,15822,15324,2203,1178,28985,63512,2022-03-12 19:44:40.978293
40683,8,419,3,8,61,499,2022-03-12 19:44:41.45729
40684,12,335,3,9,43,402,2022-03-12 19:44:41.637292
40690,10,326,2,22,58,418,2022-03-12 19:44:42.717307
40699,3,144,2,15,28,192,2022-03-12 19:44:43.540733
40711,249,1684,77,129,2390,4529,2022-03-12 19:44:44.740272
40721,6,339,2,11,47,405,2022-03-12 19:44:45.979154
40734,776,2582,92,169,1240,4859,2022-03-12 19:44:47.225244
40747,502,6078,187,227,9795,16789,2022-03-12 19:44:48.474249
40756,16,132,16,36,153,353,2022-03-12 19:44:49.71779
40768,50,0,30,39,76,195,2022-03-12 19:44:50.807369
40783,3329,14237,1030,5332,9631,33559,2022-03-12 19:44:52.043558
40794,5,98,3,5,20,131,2022-03-12 19:44:53.24676
40811,5,151,2,7,39,204,2022-03-12 19:44:54.473122
40820,0,0,0,0,0,0,2022-03-12 19:44:55.581459
40833,1790,6427,419,790,2990,12416,2022-03-12 19:44:57.620636
44318,0,0,0,0,0,0,2022-03-12 19:54:59.657133
44321,0,0,0,0,0,0,2022-03-12 19:55:00.842736
44329,0,0,0,0,0,0,2022-03-12 19:55:03.305779
40835,247,1546,96,104,1555,3548,2022-03-12 19:44:58.209663
40842,5027,14422,1771,2124,27067,50411,2022-03-12 19:44:59.277202
40850,1014,2885,466,1602,3575,9542,2022-03-12 19:45:00.460762
40863,2,17,2,26,73,120,2022-03-12 19:45:01.678984
40877,4,117,3,9,22,155,2022-03-12 19:45:02.858985
40893,282,1998,68,274,1319,3941,2022-03-12 19:45:04.077398
40905,3,94,2,8,19,126,2022-03-12 19:45:05.303271
40914,17,677,2,15,60,771,2022-03-12 19:45:06.397278
40934,5637,9980,2457,6283,19183,43540,2022-03-12 19:45:07.832781
40948,112,710,42,69,942,1875,2022-03-12 19:45:08.897804
40962,0,0,0,0,0,0,2022-03-12 19:45:09.991862
40974,10041,66968,2648,5857,26384,111898,2022-03-12 19:45:11.224549
40995,465,1694,159,677,1995,4990,2022-03-12 19:45:12.43355
41023,8,276,4,10,31,329,2022-03-12 19:45:13.826524
41030,61,1104,35,43,724,1967,2022-03-12 19:45:14.964094
41043,0,0,0,0,0,0,2022-03-12 19:45:16.431759
41053,994,29223,444,246,10608,41515,2022-03-12 19:45:17.392195
44332,0,0,0,0,0,0,2022-03-12 19:55:04.473949
44335,0,0,0,0,0,0,2022-03-12 19:55:05.69763
41062,139,140,49,241,620,1189,2022-03-12 19:45:18.469197
41075,39,622,64,67,432,1224,2022-03-12 19:45:19.689831
41084,3,0,6,0,129995,130004,2022-03-12 19:45:20.823012
41096,7,124,5,45,112,293,2022-03-12 19:45:22.181158
41105,224,4026,105,138,3172,7665,2022-03-12 19:45:23.341826
41116,3,22,4,25,31,85,2022-03-12 19:45:24.426827
41126,0,0,0,0,0,0,2022-03-12 19:45:25.800181
41135,13,322,4,29,134,502,2022-03-12 19:45:27.259809
41141,0,0,0,0,3496,3496,2022-03-12 19:45:28.074817
41158,7,29,5,16,41,98,2022-03-12 19:45:29.29492
44338,0,0,0,0,0,0,2022-03-12 19:55:06.818683
44342,0,0,0,0,0,0,2022-03-12 19:55:12.493801
41168,5851,241447,1716,1324,65126,315464,2022-03-12 19:45:30.396489
41179,4,407,5,7,42,465,2022-03-12 19:45:31.635026
41189,66,1088,55,73,970,2252,2022-03-12 19:45:32.855026
41195,113,3532,23,33,493,4194,2022-03-12 19:45:34.216688
41206,627,1667,310,181,1965,4750,2022-03-12 19:45:36.429876
41220,0,0,0,0,473,473,2022-03-12 19:45:37.672562
41232,0,0,0,0,0,0,2022-03-12 19:45:38.888566
41242,0,0,0,0,0,0,2022-03-12 19:45:40.133633
41250,27,61,10,30,176,304,2022-03-12 19:45:41.332864
41265,13778,28817,4500,10736,50715,108546,2022-03-12 19:45:42.41886
44343,0,0,0,0,0,0,2022-03-12 19:55:16.243942
41283,297,1023,109,263,1256,2948,2022-03-12 19:45:43.837013
41295,0,0,0,0,0,0,2022-03-12 19:45:44.913045
41308,3,100,1,4,11,119,2022-03-12 19:45:46.132483
41319,31,1270,17,33,224,1575,2022-03-12 19:45:47.206482
41349,14,60,14,86,171,345,2022-03-12 19:45:48.485693
41379,2150,8268,677,536,33200,44831,2022-03-12 19:45:49.732458
41389,56075,353197,14256,15408,114969,553905,2022-03-12 19:45:50.857068
41405,441,817,88,373,1110,2829,2022-03-12 19:45:52.851762
41410,0,0,0,0,0,0,2022-03-12 19:45:53.379894
44344,0,0,0,0,0,0,2022-03-12 19:55:19.722869
44345,0,0,0,0,0,0,2022-03-12 19:55:21.068866
41431,3,154,2,9,34,202,2022-03-12 19:45:54.706999
41444,4,159,1,6,25,195,2022-03-12 19:45:55.677252
41451,3,96,2,5,19,125,2022-03-12 19:45:56.955231
41458,21,0,8,57,71,157,2022-03-12 19:45:58.055795
41466,2548,14146,499,1900,7711,26804,2022-03-12 19:45:59.252795
41480,68,624,6,31,346,1075,2022-03-12 19:46:00.481916
41494,1,24,2,18,35,80,2022-03-12 19:46:01.679118
41504,7,77,3,32,58,177,2022-03-12 19:46:02.936123
41520,799,2788,243,341,5137,9308,2022-03-12 19:46:04.04527
41534,6,101,3,5,15,130,2022-03-12 19:46:05.387083
41546,17,0,6,37,44,104,2022-03-12 19:46:06.58876
41564,13,456,9,39,152,669,2022-03-12 19:46:07.651293
41570,25,353,5,11,106,500,2022-03-12 19:46:08.874293
41590,926,16163,357,279,10417,28142,2022-03-12 19:46:10.090057
41619,25165,143112,6867,12744,68746,256634,2022-03-12 19:46:11.298144
41629,0,0,0,0,0,0,2022-03-12 19:46:12.527703
44347,0,0,0,0,0,0,2022-03-12 19:55:21.876457
44348,0,0,0,0,0,0,2022-03-12 19:55:22.644453
44352,0,0,0,0,0,0,2022-03-12 19:55:26.236493
41637,13,178,13,28,97,329,2022-03-12 19:46:13.631802
41659,193,1954,125,79,3523,5874,2022-03-12 19:46:14.873802
41674,219,2445,129,56,5972,8821,2022-03-12 19:46:16.103581
41697,0,0,0,0,0,0,2022-03-12 19:46:17.404581
41722,2,72,3,7,15,99,2022-03-12 19:46:20.064194
41725,4,181,0,4,42,231,2022-03-12 19:46:20.360961
41734,16,31,11,39,315,412,2022-03-12 19:46:20.850965
41760,0,0,0,0,0,0,2022-03-12 19:46:22.24816
41776,3,38,5,38,82,166,2022-03-12 19:46:23.316162
44354,0,0,0,0,0,0,2022-03-12 19:55:27.973099
44357,0,0,0,0,0,0,2022-03-12 19:55:29.083076
44361,0,0,0,0,0,0,2022-03-12 19:55:30.966881
41786,3,68,1,8,18,98,2022-03-12 19:46:24.537874
41808,6,51,8,34,103,202,2022-03-12 19:46:25.662233
41833,10058,19662,1732,5265,22491,59208,2022-03-12 19:46:26.949207
41855,0,0,0,0,0,0,2022-03-12 19:46:28.282717
41884,1020,0,76,111,556,1763,2022-03-12 19:46:29.378715
41915,0,0,0,0,4879,4879,2022-03-12 19:46:30.577727
41926,5,97,3,6,20,131,2022-03-12 19:46:31.749929
41957,0,0,0,0,0,0,2022-03-12 19:46:35.957432
41962,0,0,0,0,0,0,2022-03-12 19:46:36.310432
41963,0,0,0,0,0,0,2022-03-12 19:46:36.477429
41971,0,0,0,0,0,0,2022-03-12 19:46:37.757607
41977,0,0,0,0,0,0,2022-03-12 19:46:38.962611
41985,0,0,0,0,0,0,2022-03-12 19:46:40.273788
41993,0,0,0,0,0,0,2022-03-12 19:46:41.543001
41999,0,0,0,0,0,0,2022-03-12 19:46:42.50128
44362,0,0,0,0,0,0,2022-03-12 19:55:31.876487
44370,0,0,0,0,0,0,2022-03-12 19:55:36.232035
47462,0,0,0,0,0,0,2022-03-12 20:24:17.635586
47468,0,0,0,0,0,0,2022-03-12 20:24:19.936517
42055,31,133,16,31,286,497,2022-03-12 19:46:46.156605
42076,69,2950,11,36,175,3241,2022-03-12 19:46:50.593396
42078,5,1073,3,7,65,1153,2022-03-12 19:46:50.799399
