id,title,status,rating,score,favorites,load_date,airing,aired_from,aired_to
8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,Finished Airing,PG-13 - Teens 13 or older,6.84,28,2022-03-11 19:43:08.99522,f,2010-04-23,
8729,Omoide no Album,Finished Airing,G - All Ages,5,0,2022-03-11 19:43:09.057225,f,1981-02-01,
8730,Metropolitan Museum,Finished Airing,G - All Ages,5.03,0,2022-03-11 19:43:09.124222,f,1984-04-07,
8731,Akai Boushi,Finished Airing,G - All Ages,5.33,0,2022-03-11 19:43:09.191224,f,1984-10-05,
8732,Yuuki Hitotsu wo Tomo ni Shite,Finished Airing,G - All Ages,5.05,0,2022-03-11 19:43:09.256225,f,1975-10-06,
8733,Tousan no Tsukutta Uta,Finished Airing,G - All Ages,5,0,2022-03-11 19:43:09.30622,f,1982-12-05,
8740,One Piece Film: Strong World Episode 0,Finished Airing,PG-13 - Teens 13 or older,7.97,45,2022-03-11 19:43:09.351224,f,2010-04-01,
8743,Memory (ONA),Finished Airing,PG-13 - Teens 13 or older,6.17,1,2022-03-11 19:43:09.406221,f,2009-04-01,
8745,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,Finished Airing,PG-13 - Teens 13 or older,5.85,1,2022-03-11 19:43:09.475222,f,1992-07-01,
8749,Forestry,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 19:43:09.565231,f,2008-01-01,
8751,Kaijuu no Ballad,Finished Airing,G - All Ages,4.86,0,2022-03-11 19:43:09.613735,f,2001-01-01,
8752,Message Song,Finished Airing,G - All Ages,5.43,0,2022-03-11 19:43:09.674325,f,1996-12-01,
8753,Ultraman Kids: Haha wo Tazunete 3000-man Kounen,Finished Airing,PG - Children,6.21,3,2022-03-11 19:43:09.728522,f,1991-11-17,1992-05-24
8754,Tales of the Abyss Special Fan Disc,Finished Airing,PG-13 - Teens 13 or older,6.53,0,2022-03-11 19:43:09.778312,f,2009-12-22,
8756,Bishoujo Senshi Sailor Moon Memorial,Finished Airing,PG-13 - Teens 13 or older,7.36,33,2022-03-11 19:43:09.851769,f,1998-08-07,1999-05-21
8763,Hajime Ningen Gyatoruz,Finished Airing,PG-13 - Teens 13 or older,5.87,2,2022-03-11 19:43:09.91377,f,1974-10-05,1976-03-27
8764,Hajime Ningen Gon,Finished Airing,G - All Ages,6.07,1,2022-03-11 19:43:09.964769,f,1996-04-03,1997-01-22
8765,Futarigurashi,Finished Airing,R+ - Mild Nudity,5.83,2,2022-03-11 19:43:10.01177,f,1998-04-28,1998-06-30
8767,Shin Tenchi Muyou! Specials,Finished Airing,PG-13 - Teens 13 or older,6.79,3,2022-03-11 19:43:11.387055,f,1997-01-01,1997-09-23
8768,Hiyokoi,Finished Airing,PG-13 - Teens 13 or older,7.3,152,2022-03-11 19:43:11.453083,f,2010-07-30,
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,Finished Airing,PG-13 - Teens 13 or older,7.01,4301,2022-03-11 19:43:11.512019,f,2010-10-03,2010-12-19
8772,Happy Weekend,Finished Airing,G - All Ages,5.15,0,2022-03-11 19:43:11.560683,f,2002-04-04,
8773,Nekko-kun,Finished Airing,G - All Ages,5.12,0,2022-03-11 19:43:11.611605,f,2006-12-03,
8774,3-tsu no Hanashi,Finished Airing,G - All Ages,4.82,0,2022-03-11 19:43:11.689606,f,1960-01-15,
8777,Nobara no Julie,Finished Airing,G - All Ages,,0,2022-03-11 19:43:11.761606,f,1979-01-04,1979-04-05
8778,Avignon no Hashi de,Finished Airing,G - All Ages,4.86,1,2022-03-11 19:43:11.809605,f,1970-10-06,
8782,Hiyoko Gumo,Finished Airing,G - All Ages,5.42,1,2022-03-11 19:43:11.863606,f,2009-08-01,
8783,Nezha Nao Hai,Finished Airing,G - All Ages,6.4,2,2022-03-11 19:43:11.95992,f,1979-05-19,
8786,Inakappe Taishou,Finished Airing,None,6.15,0,2022-03-11 19:43:12.049494,f,1970-10-04,1972-09-24
8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,Finished Airing,G - All Ages,6.18,18,2022-03-11 19:43:12.104847,f,2010-05-09,
8795,Panty & Stocking with Garterbelt,Finished Airing,R - 17+ (violence & profanity),7.71,4774,2022-03-11 19:43:12.175193,f,2010-10-02,2010-12-25
8799,Okawari-Boy Starzan-S,Finished Airing,G - All Ages,,1,2022-03-11 19:43:12.260387,f,1984-01-07,1984-08-25
8800,Senkou no Night Raid Specials,Finished Airing,R - 17+ (violence & profanity),6.85,3,2022-03-11 19:43:12.31153,f,2010-06-23,2010-12-22
8812,Alice SOS,Finished Airing,G - All Ages,5.98,2,2022-03-11 19:43:12.363984,f,1998-04-06,1999-01-28
8815,Domo TV,Finished Airing,G - All Ages,6.25,3,2022-03-11 19:43:12.420047,f,2008-01-01,
8829,Shounen Ashibe (TV),Finished Airing,G - All Ages,,1,2022-03-11 19:43:12.474049,f,1991-04-11,1991-12-28
8832,Shounen Ashibe 2,Finished Airing,G - All Ages,,0,2022-03-11 19:43:12.545433,f,1992-10-03,1993-03-27
8839,Gundam Neo Experience 0087: Green Divers,Finished Airing,PG-13 - Teens 13 or older,6.34,1,2022-03-11 19:43:12.63406,f,2001-08-10,
8840,Senkou no Night Raid: Yogen,Finished Airing,R - 17+ (violence & profanity),6.31,4,2022-03-11 19:43:12.690944,f,2010-05-18,
8841,Kore wa Zombie Desu ka?,Finished Airing,R - 17+ (violence & profanity),7.37,3021,2022-03-11 19:43:12.754869,f,2011-01-11,2011-03-30
8842,Oishinbo: Nichibei Kome Sensou,Finished Airing,PG-13 - Teens 13 or older,6.15,1,2022-03-11 19:43:12.81189,f,1993-12-03,
8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",Finished Airing,PG-13 - Teens 13 or older,6.16,0,2022-03-11 19:43:12.879915,f,1992-12-11,
8853,Chouriki Robo Galatt,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 19:43:13.001812,f,1984-10-05,1985-04-05
8855,Eiyuu Gaiden Mozaicka,Finished Airing,PG-13 - Teens 13 or older,5.92,2,2022-03-11 19:43:14.416243,f,1991-11-21,1991-12-21
8857,Nichijou: Nichijou no 0-wa,Finished Airing,PG-13 - Teens 13 or older,7.4,51,2022-03-11 19:43:14.464243,f,2011-03-12,
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",Finished Airing,R+ - Mild Nudity,6.13,2048,2022-03-11 19:43:14.522246,f,2010-10-04,2010-12-20
8862,Ganbare Goemon: Jigen Jou no Akumu,Finished Airing,None,,1,2022-03-11 19:43:14.614554,f,1993-03-26,
8876,Koe de Oshigoto! The Animation,Finished Airing,R+ - Mild Nudity,6.91,117,2022-03-11 19:43:14.672415,f,2010-11-17,2011-05-11
8879,Dolphin Ouji,Finished Airing,G - All Ages,,0,2022-03-11 19:43:14.734675,f,1965-04-04,1965-04-18
8883,Kikou Heidan J-Phoenix: PF Lips Shoutai,Finished Airing,None,,0,2022-03-11 19:43:14.782535,f,2002-05-12,2004-02-26
8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Finished Airing,R - 17+ (violence & profanity),7.37,527,2022-03-11 19:43:14.836535,f,2012-07-16,
8889,Majo demo Steady,Finished Airing,R+ - Mild Nudity,4.87,3,2022-03-11 19:43:14.913534,f,1986-09-05,
8890,Nippon-ichi no Otoko no Tamashii,Finished Airing,R+ - Mild Nudity,5.99,4,2022-03-11 19:43:15.000306,f,1999-01-05,1999-01-29
8891,Nippon-ichi no Otoko no Tamashii 2,Finished Airing,R+ - Mild Nudity,,0,2022-03-11 19:43:15.063302,f,1999-05-04,1999-05-28
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,Finished Airing,G - All Ages,7.14,10,2022-03-11 19:43:15.158302,f,2010-07-30,
8896,Natsufuku no Shoujo-tachi,Finished Airing,PG-13 - Teens 13 or older,6.07,1,2022-03-11 19:43:15.240302,f,1988-08-07,
8897,Ganbare! Marine Kid,Finished Airing,PG - Children,5.58,0,2022-03-11 19:43:15.337302,f,1966-10-06,1966-12-26
8898,Circuit Angel: Ketsui no Starting Grid,Finished Airing,PG-13 - Teens 13 or older,5.38,1,2022-03-11 19:43:15.392303,f,1987-05-21,
8899,Kaitei Shounen Marine,Finished Airing,PG - Children,6.21,1,2022-03-11 19:43:15.444184,f,1969-01-13,1971-09-02
8900,Saru Getchu: On Air 2nd,Finished Airing,PG - Children,5.97,0,2022-03-11 19:43:15.506546,f,2006-10-07,2007-09-29
8908,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,Finished Airing,G - All Ages,6.72,1,2022-03-11 19:43:15.5635,f,2008-09-26,
8909,Tales of Symphonia The Animation: Tethe'alla-hen Specials,Finished Airing,G - All Ages,7.07,5,2022-03-11 19:43:15.650376,f,2010-03-25,2011-02-25
8915,Dantalian no Shoka,Finished Airing,R - 17+ (violence & profanity),7.24,494,2022-03-11 19:43:15.730376,f,2011-07-16,2011-10-01
8917,Mouretsu Pirates,Finished Airing,PG-13 - Teens 13 or older,7.16,276,2022-03-11 19:43:15.794374,f,2012-01-08,2012-07-01
8919,Licca-chan no Nichiyoubi,Finished Airing,G - All Ages,5.9,0,2022-03-11 19:43:15.844376,f,1992-07-21,
8920,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,Finished Airing,PG-13 - Teens 13 or older,5.57,1,2022-03-11 19:43:15.891376,f,1999-08-06,
8921,Believe,Finished Airing,G - All Ages,5.66,5,2022-03-11 19:43:15.974373,f,2008-04-03,
8925,Kobe to Watashi,Finished Airing,G - All Ages,4.54,0,2022-03-11 19:43:16.059373,f,2010-05-09,
8928,Visions of Frank: Short Films by Japan's Most Audacious Animators,Finished Airing,PG-13 - Teens 13 or older,5.77,1,2022-03-11 19:43:17.426581,f,2005-11-25,
8934,Star Driver: Kagayaki no Takuto,Finished Airing,PG-13 - Teens 13 or older,7.2,566,2022-03-11 19:43:17.485493,f,2010-10-03,2011-04-03
8935,Nekketsu Uchuujin,Finished Airing,PG-13 - Teens 13 or older,5.27,0,2022-03-11 19:43:17.564353,f,2009-10-31,
8936,Melody,Finished Airing,G - All Ages,5.82,1,2022-03-11 19:43:17.671479,f,2008-01-01,
8937,Toaru Majutsu no Index II,Finished Airing,R - 17+ (violence & profanity),7.56,1698,2022-03-11 19:43:17.723499,f,2010-10-08,2011-04-01
8939,Bohemian Rhapsody,Finished Airing,G - All Ages,5.76,1,2022-03-11 19:43:17.799806,f,2009-12-23,
8949,Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,Finished Airing,PG - Children,6.32,1,2022-03-11 19:43:17.872317,f,2003-03-01,
8950,Akage no Anne: Green Gables e no Michi,Finished Airing,G - All Ages,6.67,4,2022-03-11 19:43:17.953667,f,2010-07-17,
8952,Nougyou Musume!,Finished Airing,G - All Ages,5.12,0,2022-03-11 19:43:18.038573,f,2010-10-07,
8953,Nine,Finished Airing,PG-13 - Teens 13 or older,6.01,3,2022-03-11 19:43:18.099423,f,1983-05-04,
8955,Senjutsu Choukoukaku Orion,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 19:43:18.156546,f,2010-06-11,
8956,Denkou Chou Tokkyuu Hikarian,Finished Airing,G - All Ages,6.21,2,2022-03-11 19:43:18.213719,f,2002-04-07,2003-03-30
8957,Susume! Gachimuchi Sankyoudai,Finished Airing,PG-13 - Teens 13 or older,5.12,0,2022-03-11 19:43:18.320719,f,2010-06-02,
8958,Potecco Babies,Finished Airing,G - All Ages,5.09,0,2022-03-11 19:43:18.38672,f,2010-05-17,2010-09-04
8959,Nanchatte!,Finished Airing,G - All Ages,,0,2022-03-11 19:43:18.444719,f,2010-05-14,
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,Finished Airing,G - All Ages,6.02,0,2022-03-11 19:43:18.496719,f,2010-08-05,2010-10-07
8961,Tono to Issho: Ippunkan Gekijou,Finished Airing,PG-13 - Teens 13 or older,6.22,1,2022-03-11 19:43:18.54672,f,2010-07-06,2010-09-21
8963,Stitch!: Piko Kara no Chousenjou,Finished Airing,PG - Children,5.77,0,2022-03-11 19:43:18.616721,f,2009-06-26,
8964,Stitch!: Zutto Saikou no Tomodachi,Finished Airing,PG - Children,6.04,4,2022-03-11 19:43:18.696719,f,2010-07-06,2011-03-08
8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,Finished Airing,G - All Ages,6.26,1,2022-03-11 19:43:18.747722,f,2004-03-24,
8966,Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,Finished Airing,PG - Children,6.27,1,2022-03-11 19:43:18.814325,f,2004-12-01,
8967,Hidari no O'Clock!!,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11 19:43:18.866329,f,1990-02-05,
8968,Shogi Hour,Finished Airing,G - All Ages,4.96,0,2022-03-11 19:43:18.933328,f,2008-10-05,
8972,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,Finished Airing,G - All Ages,5.82,0,2022-03-11 19:43:19.015622,f,1985-08-03,
8985,Yojouhan Shinwa Taikei Specials,Finished Airing,PG-13 - Teens 13 or older,6.31,15,2022-03-11 19:43:19.065621,f,2010-08-20,2010-11-26
8986,Supernatural The Animation,Finished Airing,R - 17+ (violence & profanity),6.99,58,2022-03-11 19:43:20.438205,f,2011-02-23,2011-04-27
8993,Juliet,Finished Airing,R+ - Mild Nudity,4.53,1,2022-03-11 19:43:20.643732,f,1998-09-04,
8995,Tales of Symphonia The Animation: Sekai Tougou-hen,Finished Airing,PG-13 - Teens 13 or older,7.44,51,2022-03-11 19:43:20.982568,f,2011-11-23,2012-10-24
8999,Origami Warriors,Finished Airing,None,,0,2022-03-11 19:43:21.09096,f,2004-01-01,
9000,Toaru Hikuushi e no Tsuioku,Finished Airing,PG-13 - Teens 13 or older,7.63,229,2022-03-11 19:43:21.150737,f,2011-10-01,
9001,Je T'aime,Finished Airing,R - 17+ (violence & profanity),6.51,15,2022-03-11 19:43:21.216257,f,2010-07-06,
9002,True Tears: Raigomaru to Jibeta no Monogatari,Finished Airing,PG - Children,6.17,2,2022-03-11 19:43:21.295053,f,2010-03-26,
9005,To Heart 2 Adnext,Finished Airing,PG-13 - Teens 13 or older,6.74,4,2022-03-11 19:43:21.382,f,2010-09-23,2010-12-22
9007,Sore Ike! Anpanman: Black Nose to Mahou no Uta,Finished Airing,PG - Children,,0,2022-03-11 19:43:21.464996,f,2010-07-10,
9013,Kuruneko 2nd Season,Finished Airing,G - All Ages,6.99,1,2022-03-11 19:43:21.524993,f,2010-07-03,2011-07-02
9014,Kuttsukiboshi,Finished Airing,PG-13 - Teens 13 or older,6.05,106,2022-03-11 19:43:21.572993,f,2010-08-16,2012-05-11
9015,Obake no... Holly,Finished Airing,G - All Ages,5.82,1,2022-03-11 19:43:21.629999,f,1991-01-28,1993-04-12
9023,Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,Finished Airing,G - All Ages,7.36,42,2022-03-11 19:43:21.740993,f,2010-04-07,2010-06-02
9028,Edokko Boy: Gatten Tasuke,Finished Airing,G - All Ages,,0,2022-03-11 19:43:21.827068,f,1990-10-19,1991-03-22
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,Finished Airing,G - All Ages,7.33,36,2022-03-11 19:43:21.942181,f,2010-12-23,
9035,Lupin the Third x Monkey Majik,Finished Airing,PG-13 - Teens 13 or older,6.38,5,2022-03-11 19:43:21.997182,f,2009-08-26,
9040,Mokei Senshi Gunpla Builders Beginning G,Finished Airing,G - All Ages,6.63,2,2022-03-11 19:43:22.097181,f,2010-08-15,2010-12-19
9041,IS: Infinite Stratos,Finished Airing,PG-13 - Teens 13 or older,6.66,2175,2022-03-11 19:43:22.18418,f,2011-01-07,2011-04-01
9043,Majuu Sensen,Finished Airing,R+ - Mild Nudity,5.78,0,2022-03-11 19:43:22.243179,f,1990-10-01,
9045,Jack to Mame no Ki (OVA),Finished Airing,PG - Children,5.92,0,2022-03-11 19:43:22.30718,f,1989-01-01,
9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato Desu kara,Finished Airing,PG-13 - Teens 13 or older,7.46,29,2022-03-11 19:43:22.37418,f,2010-09-26,
9053,Ice Movie,Finished Airing,R+ - Mild Nudity,5.46,3,2022-03-11 19:43:22.438177,f,2008-11-29,
9055,Tamayura,Finished Airing,G - All Ages,7.15,127,2022-03-11 19:43:22.511177,f,2010-09-06,2010-12-06
9056,Agitated Screams of Maggots,Finished Airing,R+ - Mild Nudity,4.17,7,2022-03-11 19:43:22.566987,f,2006-11-01,
9061,RPG Densetsu Hepoi,Finished Airing,None,,2,2022-03-11 19:43:22.617985,f,1990-10-06,1991-09-28
9062,Angel Beats! Specials,Finished Airing,PG-13 - Teens 13 or older,7.57,301,2022-03-11 19:43:24.138364,f,2010-12-22,2015-06-24
9063,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,Finished Airing,PG-13 - Teens 13 or older,6.8,19,2022-03-11 19:43:24.192361,f,2010-07-24,
9065,Hakuouki: Hekketsuroku,Finished Airing,R - 17+ (violence & profanity),7.58,484,2022-03-11 19:43:24.261364,f,2010-10-04,2010-12-06
9070,Oden-kun,Finished Airing,G - All Ages,,1,2022-03-11 19:43:24.355363,f,2005-08-04,2009-02-27
9074,Arakawa Under the Bridge x Bridge,Finished Airing,PG-13 - Teens 13 or older,7.73,400,2022-03-11 19:43:24.413366,f,2010-10-04,2010-12-27
9077,Rokudenashi Blues,Finished Airing,R - 17+ (violence & profanity),5.71,4,2022-03-11 19:43:24.484364,f,1992-07-11,
9078,Rokudenashi Blues 1993,Finished Airing,R - 17+ (violence & profanity),6.21,1,2022-03-11 19:43:24.545365,f,1993-07-24,
9087,"Mobile Suit SD Gundam Musha, Knight, Commando",Finished Airing,PG - Children,5.59,0,2022-03-11 19:43:24.59136,f,1991-03-16,1991-08-22
9088,Saiyuuki Gaiden,Finished Airing,R - 17+ (violence & profanity),7.81,68,2022-03-11 19:43:24.642361,f,2011-03-25,2011-11-25
9095,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,Finished Airing,G - All Ages,6.41,2,2022-03-11 19:43:24.722562,f,1987-10-19,
9098,Mobile Suit SD Gundam Festival,Finished Airing,PG - Children,5.9,0,2022-03-11 19:43:24.803577,f,1993-03-13,
9100,Umi Monogatari: Marin no Kore Naani?,Finished Airing,PG-13 - Teens 13 or older,6.18,1,2022-03-11 19:43:24.851553,f,2009-11-22,2010-02-24
9106,Nogsaegjeoncha Hamos,Finished Airing,PG - Children,6.21,5,2022-03-11 19:43:24.907551,f,1997-12-12,1998-06-12
9107,Pokemon Best Wishes!,Finished Airing,PG - Children,6.39,138,2022-03-11 19:43:24.957552,f,2010-09-23,2012-06-14
9117,Amagami SS OVA,Finished Airing,PG-13 - Teens 13 or older,7.23,39,2022-03-11 19:43:25.007552,f,2011-06-11,2011-08-05
9119,Chirorin Mura Monogatari,Finished Airing,G - All Ages,6.57,0,2022-03-11 19:43:25.112553,f,1992-04-06,1993-03-19
9120,Beelzebub: Hirotta Akachan wa Daimaou!?,Finished Airing,PG-13 - Teens 13 or older,7.29,39,2022-03-11 19:43:25.163549,f,2010-10-23,
9121,Heroman Specials,Finished Airing,PG-13 - Teens 13 or older,6.33,1,2022-03-11 19:43:25.216551,f,2010-09-22,2011-03-16
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,Finished Airing,G - All Ages,7.38,4,2022-03-11 19:43:25.268549,f,2010-12-22,
9127,Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,Finished Airing,PG-13 - Teens 13 or older,6.78,1,2022-03-11 19:43:25.31655,f,2010-04-16,
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,Finished Airing,PG-13 - Teens 13 or older,8.09,305,2022-03-11 19:43:25.394828,f,2011-02-23,2011-07-20
9135,Fullmetal Alchemist: The Sacred Star of Milos,Finished Airing,R - 17+ (violence & profanity),7.28,140,2022-03-11 19:43:25.477663,f,2011-07-02,
9136,Kuroshitsuji II Specials,Finished Airing,PG-13 - Teens 13 or older,7.43,347,2022-03-11 19:43:25.533663,f,2010-10-27,2011-05-25
9154,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,Finished Airing,None,6.98,3,2022-03-11 19:43:25.58956,f,1999-08-21,
9159,Kaibutsu Oujo (OVA),Finished Airing,R - 17+ (violence & profanity),7.06,11,2022-03-11 19:43:25.638905,f,2010-12-09,2011-10-07
9163,Attack No.1 (1970),Finished Airing,PG-13 - Teens 13 or older,6.26,0,2022-03-11 19:43:27.215531,f,1970-03-21,
9164,Attack No.1: Namida no Fushichou,Finished Airing,PG-13 - Teens 13 or older,5.94,0,2022-03-11 19:43:27.340266,f,1971-03-17,
9165,Attack No.1: Namida no Kaiten Receive,Finished Airing,PG-13 - Teens 13 or older,6.07,0,2022-03-11 19:43:27.401613,f,1970-08-01,
9166,Attack No.1: Namida no Sekai Senshuken,Finished Airing,PG-13 - Teens 13 or older,6.07,0,2022-03-11 19:43:27.466571,f,1970-12-19,
9167,Shukufuku no Campanella Specials,Finished Airing,R+ - Mild Nudity,5.84,4,2022-03-11 19:43:27.522556,f,2010-09-22,2011-02-24
9170,Kimi ga Nozomu Eien: Gundam Parody,Finished Airing,R+ - Mild Nudity,5.46,2,2022-03-11 19:43:27.625559,f,2004-06-25,
9172,Kaitei Sanman Mile,Finished Airing,G - All Ages,5.8,1,2022-03-11 19:43:27.685565,f,1970-07-19,
9175,Tsuruhime Ja!,Finished Airing,G - All Ages,5.95,0,2022-03-11 19:43:27.734556,f,1990-01-09,1990-12-25
9177,Burning Blood,Finished Airing,R+ - Mild Nudity,5.96,0,2022-03-11 19:43:27.786685,f,1990-04-25,1991-04-25
9181,Motto To LOVE-Ru,Finished Airing,PG-13 - Teens 13 or older,7.3,904,2022-03-11 19:43:27.846556,f,2010-10-06,2010-12-22
9200,Dae Jang Geum: Jang Geum's Dream 2,Finished Airing,None,7.14,12,2022-03-11 19:43:27.961559,f,2007-03-14,2007-09-19
9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,Finished Airing,R+ - Mild Nudity,7.59,132,2022-03-11 19:43:28.034561,f,2010-11-17,2011-06-17
9202,Seikon no Qwaser: Jotei no Shouzou,Finished Airing,R+ - Mild Nudity,6.4,14,2022-03-11 19:43:28.088559,f,2010-10-20,
9203,K-On!!: Ura-On!!,Finished Airing,G - All Ages,6.53,65,2022-03-11 19:43:28.13656,f,2010-07-30,2011-03-16
9204,Omae Umasou da na,Finished Airing,G - All Ages,8.02,155,2022-03-11 19:43:28.19256,f,2010-10-16,
9205,Kaichuu!,Finished Airing,PG-13 - Teens 13 or older,5.81,11,2022-03-11 19:43:28.258559,f,2010-07-16,2011-10-01
9212,Ruri-iro Princess,Finished Airing,PG-13 - Teens 13 or older,,1,2022-03-11 19:43:28.363558,f,1992-03-21,1992-05-21
9213,Kowarekake no Orgel,Finished Airing,G - All Ages,7.32,72,2022-03-11 19:43:28.418556,f,2009-12-31,
9220,Seikimatsu Occult Gakuin Specials,Finished Airing,R - 17+ (violence & profanity),6.53,1,2022-03-11 19:43:28.468555,f,2010-10-27,2011-01-26
9221,Kanzen Shouri Daiteiou,Finished Airing,PG - Children,5.19,0,2022-03-11 19:43:28.525557,f,2001-12-22,
9228,Wan Wan Chuushingura,Finished Airing,G - All Ages,5.62,1,2022-03-11 19:43:28.579664,f,1963-12-21,
9232,Yebisu Celebrities 1st,Finished Airing,PG-13 - Teens 13 or older,5.92,9,2022-03-11 19:43:28.683665,f,2010-05-28,
9239,Scoopers,Finished Airing,R+ - Mild Nudity,5.24,1,2022-03-11 19:43:28.73469,f,1987-12-01,
9241,Super Robot Taisen OG: The Inspector,Finished Airing,PG-13 - Teens 13 or older,7.24,39,2022-03-11 19:43:28.784664,f,2010-10-02,2011-04-02
9242,Nine: Original-ban,Finished Airing,PG-13 - Teens 13 or older,6,0,2022-03-11 19:43:28.846665,f,1983-09-16,
9243,Nine 2: Koibito Sengen,Finished Airing,PG-13 - Teens 13 or older,6.08,0,2022-03-11 19:43:30.218253,f,1983-12-18,
9244,Nine: Kanketsu-hen,Finished Airing,PG-13 - Teens 13 or older,5.97,0,2022-03-11 19:43:30.472568,f,1984-09-05,
9252,Break Blade 3: Kyoujin no Ato,Finished Airing,R - 17+ (violence & profanity),7.79,27,2022-03-11 19:43:30.587705,f,2010-09-25,
9253,Steins;Gate,Finished Airing,PG-13 - Teens 13 or older,9.09,166583,2022-03-11 19:43:30.637705,f,2011-04-06,2011-09-14
9254,Mianhada Saranghanda,Finished Airing,G - All Ages,5.92,2,2022-03-11 19:43:30.68782,f,2008-06-02,
9260,Kizumonogatari I: Tekketsu-hen,Finished Airing,R - 17+ (violence & profanity),8.38,3026,2022-03-11 19:43:30.742819,f,2016-01-08,
9264,Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,Finished Airing,G - All Ages,5.62,0,2022-03-11 19:43:30.802818,f,1980-03-15,
9279,Bara no Hana to Joe,Finished Airing,PG - Children,5.65,3,2022-03-11 19:43:30.884819,f,1977-03-01,
9282,Duel Masters Movie 3: Honoo no Kizuna XX,Finished Airing,None,5.9,0,2022-03-11 19:43:30.984819,f,2010-08-21,
9284,Bakuhatsu Gorou,Finished Airing,G - All Ages,,0,2022-03-11 19:43:31.048819,f,1970-04-03,1970-09-25
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,Finished Airing,G - All Ages,7.6,12,2022-03-11 19:43:31.14382,f,2010-10-30,
9289,Hanasaku Iroha,Finished Airing,PG-13 - Teens 13 or older,7.92,2467,2022-03-11 19:43:31.209821,f,2011-04-03,2011-09-25
9290,Moyashimon CGI Anime,Finished Airing,PG-13 - Teens 13 or older,6.15,1,2022-03-11 19:43:31.29833,f,2010-07-06,
9291,Hello Kitty no Cinderella,Finished Airing,PG - Children,6.18,1,2022-03-11 19:43:31.369331,f,1989-07-22,
9292,Kiki to Lala no Aoi Tori,Finished Airing,PG - Children,,1,2022-03-11 19:43:31.447328,f,1989-07-22,
9303,Noel no Fushigi na Bouken,Finished Airing,G - All Ages,5.46,0,2022-03-11 19:43:31.539121,f,1983-04-29,
9314,Fractale,Finished Airing,PG-13 - Teens 13 or older,6.94,203,2022-03-11 19:43:31.651774,f,2011-01-14,2011-04-01
9318,Samero,Finished Airing,R+ - Mild Nudity,4.48,1,2022-03-11 19:43:31.703774,f,1992-01-01,
9324,Elf 17,Finished Airing,PG-13 - Teens 13 or older,5.51,0,2022-03-11 19:43:31.750722,f,1987-01-14,
9330,Dragon Crisis!,Finished Airing,PG-13 - Teens 13 or older,6.66,276,2022-03-11 19:43:31.807549,f,2011-01-11,2011-03-29
9331,Yumekui Merry,Finished Airing,PG-13 - Teens 13 or older,6.92,271,2022-03-11 19:43:31.914697,f,2011-01-07,2011-04-08
9332,.hack//Quantum,Finished Airing,PG-13 - Teens 13 or older,7.14,67,2022-03-11 19:43:31.997585,f,2011-01-28,2011-04-07
9333,Koi☆Sento,Finished Airing,PG-13 - Teens 13 or older,6.36,3,2022-03-11 19:43:32.056585,f,2010-11-27,
9334,Mecha☆Afro-kun,Finished Airing,PG-13 - Teens 13 or older,,0,2022-03-11 19:43:32.119588,f,2010-09-03,
9335,Megane na Kanojo,Finished Airing,PG-13 - Teens 13 or older,6.66,10,2022-03-11 19:43:32.181559,f,2010-11-25,
